Laptop,Status,Brand,Model,CPU,RAM,Storage,GPU,Screen,Touch,Final Price
"Acer Extensa 15 EX215-54-57ZW Intel Core i5-1135G7/16GB/512GB SSD/15.6""",New,Acer,Extensa,Intel Core i5,16,512,,15.6,No,670.67
"HP Essential 255 G8 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",Refurbished,HP,255,AMD Ryzen 5,8,512,,15.6,No,599
"Apple MacBook Air Intel Core i5/16GB/512GB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Air,Intel Core i5,16,512,INTEL,13.3,No,1498
"ASUS Chromebook CR1100FKA-BP0024 Intel Celeron N4500/4GB/32GB eMMC/11.6"" Táctil",New,Asus,Chromebook,Intel Celeron,4,32,,11.6,Yes,398.4
"HP 15S-EQ2086NS AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 3,8,512,INTEL,15.6,No,479
"Gigabyte AERO 15 OLED WB-8ES5130SD Intel Core i7-10875H/16GB/512GB SSD/RTX 2070/15.6""",Refurbished,Gigabyte,Aero,Intel Core i7,16,512,RTX 2070,15.6,No,1128.54
DellXPS 13Full HD 1920x1080,New,Dell,XPS 13,Intel Core i5,8GB,256GB SSD,INTEL,13.3,No,1603.93
AcerAspire 7Full HD 1920x1080,New,Acer,Aspire 7,Intel Core i5,8GB,1TB HDD,OTHER,15.6,No,853.86
LenovoYoga 920-13IKBIPS Panel 4K Ultra HD / Touchscreen 3840x2160,New,Lenovo,Yoga 920-13IKB,Intel Core i7,16GB,512GB SSD,INTEL,13.9,Yes,1978.43
"Lenovo ThinkPad T480 Intel Core i5-7200U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,,14,No,635
DellInspiron 5577Full HD 1920x1080,New,Dell,Inspiron 5577,Intel Core i5,8GB,1TB HDD,OTHER,15.6,No,876.33
LenovoV110-15IAP (N3350/4GB/1TB/No1366x768,New,Lenovo,V110-15IAP (N3350/4GB/1TB/No,Intel Celeron,4GB,1TB HDD,INTEL,15.6,No,270.02520000000004
DellInspiron 5570Full HD 1920x1080,New,Dell,Inspiron 5570,Intel Core i7,8GB,256GB SSD +  2TB HDD,AMD,15.6,No,1222.3680000000002
"Apple MacBook Air Apple M1/8GB/256GB SSD/GPU Hepta Core/13.3"" Dorado",New,Apple,MacBook Air,Apple M1,8,256,,13.3,No,1219
"Asus Rog Strix Scar17 G732LWS-HG053T Intel Core i9-10980HK/32GB/1TB SSD/RTX2070SUPER/17.3""",Refurbished,Asus,ROG,Intel Core i9,32,1000,RTX 2070,17.3,No,1861.34
"Acer Aspire 3 A315-59-504M Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,Acer,Aspire,Intel Core i5,16,512,,15.6,No,739.01
"LG Gram 17Z90R-G.AA75B Intel Evo Core i7-1360P/16GB/512GB SSD/17""",New,LG,Gram,Intel Evo Core i7,16,512,,17,No,1799
"MSI Prestige 14 A12UC-065XES Intel Core i7-1280P/16GB/1TB SSD/RTX3050/14""",Refurbished,MSI,Prestige,Intel Core i7,16,1000,RTX 3050,14,No,1499
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 7 5700U/16GB/512GB SSD/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 7,16,512,,15.6,No,729
"Lenovo V15 G2 ITL Intel Core i5-1135G7/8GB/512GB SSD/15.6"" Negro",New,Lenovo,V15,Intel Core i5,8,512,,15.6,No,509
"ASUS VivoBook 15 F1500EA-EJ3167W Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,8,512,,15.6,No,502
HPZbook 15Full HD 1920x1080,New,HP,Zbook 15,Intel Core i7,8GB,256GB SSD,OTHER,15.6,No,1859.9489
"HP 255 G8 AMD Ryzen 3 3250U/8 GB/256GB SSD/15.6""",New,HP,255,AMD Ryzen 3,8,256,INTEL,15.6,No,379
"HP ZBook Fury 16 G9 Intel Core i7-12800HX/16GB/512GB SSD/RTX A2000/16""",Refurbished,HP,Zbook,Intel Core i7,16,512,RTX A2000,16,No,3697.02
"Apple MacBook Pro Apple M2 Pro 12 Núcleos/16GB/1TB SSD/14.2"" Gris Espacial",New,Apple,MacBook Pro,Apple M2 Pro,16,1000,,14.2,No,2729.01
DellVostro 5568Full HD 1920x1080,New,Dell,Vostro 5568,Intel Core i3,8GB,256GB SSD,AMD,15.6,No,790.73
DellLatitude 34801366x768,New,Dell,Latitude 3480,Intel Core i5,4GB,500GB HDD,INTEL,14,No,807.85
"MSI Titan GT77 12UGS-022ES Intel Core i9-12900HX/64GB/2TB SSD/RTX 3070Ti/17.3"" + Bundle Gaming",Refurbished,MSI,Titan,Intel Core i9,64,2000,RTX 3070,17.3,No,4299
"Lenovo ThinkPad T470s Intel Core i5-7300U/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,16,512,,14,No,635
"MSI GL75 9SEK-074XES Intel Core i7-9750H/16GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,GL75,Intel Core i7,16,1000,RTX 2060,17.3,No,937.48
AsusFX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForceFull HD 1920x1080,New,Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Intel Core i7,8GB,1TB HDD,OTHER,15.6,No,1250.8300000000002
MSIGL62M 7REXFull HD 1920x1080,New,MSI,GL62M 7REX,Intel Core i7,8GB,128GB SSD +  1TB HDD,OTHER,15.6,No,1275.226
"Lenovo 100e Intel Celeron N4000/4GB/128GB SSD/11.6""",New,Lenovo,100e,Intel Celeron,4,128,INTEL,11.6,No,350
HPProBook 430Full HD 1920x1080,New,HP,ProBook 430,Intel Core i5,8GB,512GB SSD,INTEL,13.3,No,1026.13
"HP ChromeBook 14a-na1009ns Intel Pentium Silver N6000/8GB/128GB eMMC/14""",New,HP,Chromebook,Intel Pentium,8,128,,14,No,458.99
"Dell Vostro 5320 Intel Evo Core i7-1260P/16GB/512GB SSD/13.3""",New,Dell,Vostro,Intel Evo Core i7,16,512,,13.3,No,1216
Dell Latitude 3520 Intel Core i5-1135G7/8GB/256GB SSD/15.6'' (PT),New,Dell,Latitude,Intel Core i5,8,256,,15.6,No,915.78
"Lenovo V15 G3 IAP Intel Core i7-1255U/8GB/512GB SSD/15.6""",New,Lenovo,V15,Intel Core i7,8,512,,15.6,No,903.3
VeroK147 (N3350/4GB/32GB/FHD/W10)IPS Panel Full HD 1920x1080,New,Vero,K147 (N3350/4GB/32GB/FHD/W10),Intel Celeron,4GB,32GB Flash Storage,INTEL,14,No,278.2
DellInspiron 5570Full HD 1920x1080,New,Dell,Inspiron 5570,Intel Core i7,8GB,128GB SSD +  2TB HDD,AMD,15.6,No,1038.863
"HP Omen 15-en1004ns AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,HP,Omen,AMD Ryzen 7,16,1000,RTX 3070,15.6,No,1199.99
LenovoIdeaPad 320-15ABRFull HD 1920x1080,New,Lenovo,IdeaPad 320-15ABR,AMD A12,6GB,256GB SSD,AMD,15.6,No,639.3999000000001
"Dynabook Toshiba Satellite Pro C50-H-10C Intel Core i3-1005G1/8GB/512GB SSD/15.6""",Refurbished,Dynabook Toshiba,Satellite Pro,Intel Core i3,8,512,INTEL,15.6,No,397.29
"ASUS ExpertBook B1 B1502CBA-EJ0469X Intel Core i5-1235U/8GB/256GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i5,8,256,,15.6,No,989
"HP Pavilion Gaming 15-EC1012NS AMD Ryzen 7 4800H/16GB/512GB SSD/GTX 1650Ti/15.6""",Refurbished,HP,Pavilion,AMD Ryzen 7,16,512,GTX 1650,15.6,No,621.54
LenovoIdeaPad Y700-15ISKIPS Panel Full HD 1920x1080,New,Lenovo,IdeaPad Y700-15ISK,Intel Core i7,8GB,1TB HDD,OTHER,15.6,No,961.93
"Gigabyte AORUS 15P XD Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,1000,RTX 3070,15.6,No,1699
"Acer Aspire 5 A515-57-76BV Intel Core i7-1255U/8GB/512GB SSD/15.6""",New,Acer,Aspire,Intel Core i7,8,512,INTEL,15.6,No,839
LenovoThinkPad P40IPS Panel Full HD / Touchscreen 1920x1080,New,Lenovo,ThinkPad P40,Intel Core i7,8GB,512GB SSD,OTHER,14,Yes,2193.9066000000003
"ASUS TUF Gaming A15 TUF507NV-LP042 AMD Ryzen 7 7735HS/16GB/1TB SSD/RTX 4060/15.6""",New,Asus,TUF,AMD Ryzen 7,16,1000,RTX 4060,15.6,No,1335.01
MSILeopard GP72MFull HD 1920x1080,New,MSI,Leopard GP72M,Intel Core i7,8GB,256GB SSD,OTHER,17.3,No,1443.43
HP Laptop,New,HP,Notebook,Intel Core i3,4,128,INTEL,15.6,No,558
AsusRog G752VS-BA171TIPS Panel Full HD 1920x1080,New,Asus,Rog G752VS-BA171T,Intel Core i7,16GB,256GB SSD +  1TB HDD,OTHER,17.3,No,2514.5
"Dell Latitude 5430 Intel Core i7-1255U/16GB/512GB SSD/14""",New,Dell,Latitude,Intel Core i7,16,512,,14,No,1433
"MSI Modern 14 A10RAS-1049XES Intel Core I7-10510U/32GB/1TB SSD/MX330/14""",Refurbished,MSI,Modern,Intel Core i7,32,1000,MX 330,14,No,840.84
"InnJoo Voom Excellence Pro Intel Celeron N4020/8GB/512GB SSD/15.6""",New,Innjoo,Voom,Intel Celeron,8,512,,15.6,No,392.55
"MSI Raider GE76 12UHS-612ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3080Ti/17.3""",Refurbished,MSI,Raider,Intel Core i7,32,1000,RTX 3080,17.3,No,3699
DellLatitude 5289Full HD / Touchscreen 1920x1080,New,Dell,Latitude 5289,Intel Core i5,8GB,256GB SSD,INTEL,12.5,Yes,1786.9
"MSI Prestige 14 A12UC-230XES Intel Core i7-1280P/16GB/512GB SSD/RTX3050/14""",Refurbished,MSI,Prestige,Intel Core i7,16,512,RTX 3050,14,No,1399
"MSI Pulse GL66 12UEK-086XES Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Pulse,Intel Core i7,16,1000,RTX 3060,15.6,No,1649
"Alurin Go Intel Pentium N4200/8GB/256GB SSD/14.1""",New,Alurin,Go,Intel Pentium,8,256,,14.1,No,399
"Apple Macbook Air Apple M2/8GB/256GB SSD/GPU Octa Core/13.6"" Blanco Estrella",New,Apple,MacBook Air,Apple M2,8,256,,13.6,No,1519
AsusZenbook UX510UW-FI095TIPS Panel 4K Ultra HD 3840x2160,New,Asus,Zenbook UX510UW-FI095T,Intel Core i7,8GB,256GB SSD +  1TB HDD,OTHER,15.6,No,1389.93
"Acer Aspire 3 A315-58-79LA Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Refurbished,Acer,Aspire,Intel Core i7,16,512,,15.6,No,586.54
"Dell Latitude 5510 Intel Core i5-10210U/8GB/256GB SSD/15.6""",Refurbished,Dell,Latitude,Intel Core i5,8,256,,15.6,No,999
"HP 14S-FQ0004NS AMD Athlon Silver 3050U/8GB/512GB SSD/14""",New,HP,14S,AMD Athlon,8,512,,14,No,424
MSIGL62M 7RDFull HD 1920x1080,New,MSI,GL62M 7RD,Intel Core i5,8GB,128GB SSD +  1TB HDD,OTHER,15.6,No,1198.3037000000002
HP255 G6Full HD 1920x1080,New,HP,255 G6,,4GB,256GB SSD,AMD,15.6,No,426.38430000000005
LenovoThinkPad YogaIPS Panel Full HD / Touchscreen 1920x1080,New,Lenovo,ThinkPad Yoga,Intel Core i7,8GB,256GB SSD,INTEL,12.5,Yes,1833.4343
"HP Victus 16-E0100NS AMD Ryzen 5 5600H/8GB/512GB SSD/GTX 1650/16.1""",New,HP,Victus,AMD Ryzen 5,8,512,GTX 1650,16.1,No,792.65
AsusRog G752VL-GC088DIPS Panel Full HD 1920x1080,New,Asus,Rog G752VL-GC088D,Intel Core i7,16GB,1TB HDD,OTHER,17.3,No,1067.86
"Thomson Neo White Intel Celeron N4020/4GB/64GB eMMC/14.1""",New,Thomson,Neo,Intel Celeron,4,64,,14.1,No,201.05
"MSI Raider GE68HX 13VF-045XES Intel Core i9-13950HX/32GB/1TB SSD/RTX 4060/16""",New,MSI,Raider,Intel Core i9,32,1000,RTX 4060,16,No,2599
DellInspiron 5567Full HD 1920x1080,New,Dell,Inspiron 5567,Intel Core i7,16GB,2TB HDD,AMD,15.6,No,1059.2893
LenovoIdeaPad 100S-14IBR1366x768,New,Lenovo,IdeaPad 100S-14IBR,Intel Celeron,2GB,64GB Flash Storage,INTEL,14,No,245.03
"Gigabyte AERO 15 OLED YD-73ES624SP Intel Core i7-11800H/16GB/1TB SSD/RTX 3080/15.6""",New,Gigabyte,Aero,Intel Core i7,16,1000,RTX 3080,15.6,No,2835.19
"Lenovo ThinkBook 14 G4 ABA AMD Ryzen 7 5825U/16GB/512GB SSD/14""",New,Lenovo,ThinkBook,AMD Ryzen 7,16,512,,14,No,1156.47
"Asus ROG Zephyrus S17 GX703HS-KF015T Intel Core i9-11900H/32GB/3TB SSD/RTX 3080/17.3""",Refurbished,Asus,ROG,Intel Core i9,32,3000,RTX 3080,17.3,No,3499.01
DellPrecision M55204K Ultra HD / Touchscreen 3840x2160,New,Dell,Precision M5520,Intel Core i7,8GB,256GB SSD,OTHER,15.6,Yes,2901.84
"HP OMEN 16-k0023ns Intel Core i9-12900H/32GB/1TB SSD/RTX 3070 Ti/16.1""",New,HP,Omen,Intel Core i9,32,1000,RTX 3070,16.1,No,2399.01
"Lenovo ThinkPad T480s Intel Core i7-8550U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,,14,No,767.75
"Razer Blade 15 QHD Intel Core i7-12800H/16GB/1TB SSD/RTX 3060/15.6""",New,Razer,Blade,Intel Core i7,16,1000,RTX 3060,15.6,No,2799.99
"MSI Modern 15 A5M-010XES AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,MSI,Modern,AMD Ryzen 5,8,512,,15.6,No,720.25
"Acer Predator Triton 500 SE PT516-51s-74PZ Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/16""",Refurbished,Acer,Predator,Intel Core i7,32,1000,RTX 3060,16,No,1751.09
"ASUS VivoBook F515EA-BQ3013W Intel Core i5-1135G7/8GB/512GB/15.6""",New,Asus,VivoBook,Intel Core i5,8,512,,15.6,No,527
DellXPS 13IPS Panel 4K Ultra HD / Touchscreen 3840x2160,New,Dell,XPS 13,Intel Core i5,8GB,128GB SSD,INTEL,13.3,Yes,1710.93
"MSI Katana GF76 12UD-035ES Intel Core i7-12700H/16 GB/1TB SSD/RTX 3050Ti/17.3""",Refurbished,MSI,Katana,Intel Core i7,16,1000,RTX 3050,17.3,No,1599
"HP ProBook 450 G8 Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Refurbished,HP,ProBook,Intel Core i7,16,512,,15.6,No,1603.1
"MSI Creator Z16 A12UET-011ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/16"" Táctil",Refurbished,MSI,Creator,Intel Core i7,32,1000,RTX 3060,16,Yes,2699
RazerBlade Pro4K Ultra HD / Touchscreen 3840x2160,New,Razer,Blade Pro,Intel Core i7,32GB,1TB SSD,OTHER,17.3,Yes,6525.93
HPProbook 440Full HD 1920x1080,New,HP,Probook 440,Intel Core i5,8GB,1TB HDD,INTEL,14,No,868.84
AsusZenbook UX410UA-GV027TFull HD 1920x1080,New,Asus,Zenbook UX410UA-GV027T,Intel Core i5,8GB,256GB SSD,INTEL,14,No,1011.15
"MSI Creator M16 B13VE-681ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4050/16""",New,MSI,Creator,Intel Core i7,32,1000,RTX 4050,16,No,2102.18
"MSI Raider GE76 12UGS-005XES Intel Core i7-12700H/32GB/1TB SSD/RTX 3070Ti/17.3""",Refurbished,MSI,Raider,Intel Core i7,32,1000,RTX 3070,17.3,No,2749
"Apple Macbook Air Apple M2/8GB/256GB SSD/GPU Octa Core/13.6"" Plata",New,Apple,MacBook Air,Apple M2,8,256,,13.6,No,1519
"Lenovo ThinkPad L13 Yoga Gen 3 Intel Core i5-1235U/8GB/256GB SSD/13.3"" Táctil",New,Lenovo,ThinkPad,Intel Core i5,8,256,,13.3,Yes,1329
"HP 15S-EQ2127NS AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",Refurbished,HP,15S,AMD Ryzen 3,8,256,,15.6,No,449
"Asus TUF Dash F15 FX516PM-HN024 Intel Core i7-11370H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Asus,TUF,Intel Core i7,16,1000,RTX 3060,15.6,No,830.39
"HP EliteBook 840 G5 Intel Core i7-8550U/16GB/512GB SSD/14""",Refurbished,HP,EliteBook,Intel Core i7,16,512,,14,No,588
"MSI Katana GF66 11UC-045XES Intel Core i7-11800H/16 GB/1TB SSD/RTX 3050/15.6""",Refurbished,MSI,Katana,Intel Core i7,16,1000,RTX 3050,15.6,No,916.94
"MSI Raider GE77HX 12UGS-020ES Intel Core i9-12900HX/64GB/2TB SSD/RTX 3070Ti/17.3""",Refurbished,MSI,Raider,Intel Core i9,64,2000,RTX 3070,17.3,No,3599
"Acer Predator Helios 300 PH317-55-77GT Intel Core i7-11800H/32GB/1TB SSD/RTX3070/17.3""",Refurbished,Acer,Predator,Intel Core i7,32,1000,RTX 3070,17.3,No,1417.19
Lenovo IdeaPad 1 15AMN7-923 AMD Ryzen 3-7320U/8GB/256 SSD/15.6'' (PT),New,Lenovo,IdeaPad,AMD Ryzen 3,8,256,,15.6,No,511.49
"ASUS VivoBook F1605PA-MB125W Intel Core i5-11300H/16GB/512GB SSD/16""",New,Asus,VivoBook,Intel Core i5,16,512,INTEL,16,No,799
"HP OMEN 17-cm2003ns Intel Core i7-13700HX/32GB/1TB SSD/RTX 4060/17.3""",New,HP,Omen,Intel Core i7,32,1000,RTX 4060,17.3,No,1799
"Apple MacBook Air Intel Core i5/8 GB/256GB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Air,Intel Core i5,8,256,,13.3,No,873.6
"PcCom Revolt 3060 Intel Core i7-12700H/32GB/500GB SSD/RTX 3060/15.6""",New,PcCom,Revolt,Intel Core i7,32,500,RTX 3060,15.6,No,1549
"Lenovo V14 G2 ITL Intel Core i5-1135G7/8 GB/256GB SSD/14""",Refurbished,Lenovo,V14,Intel Core i5,8,256,INTEL,14,No,675.95
"Asus ZenBook S UX393EA-HK003T Intel Evo Core i7-1165G7/16GB/512GB SSD/13.9"" Táctil",Refurbished,Asus,ZenBook,Intel Evo Core i7,16,512,,13.9,Yes,1599
"Medion Erazer Deputy P10 MD62132 Intel Core i5-10300H/8GB/512GB SSD/GTX 1660Ti/15.6"" + Crucial SO-DIMM DDR4 8GB 3200MHz",New,Medion,Deputy,Intel Core i5,8,512,GTX 1660,15.6,No,1029
"ASUS VivoBook F1500EA-BQ2363 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,8,512,INTEL,15.6,No,648.97
"MSI Creator Z16 HX Studio B13VETO-047XES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4050/16"" Táctil",New,MSI,Creator,Intel Core i7,32,1000,RTX 4050,16,Yes,2499
"MSI Modern 15 A11SB-858XES Intel Core i7-1195G7/32GB/1TB SSD/MX450/15.6""",Refurbished,MSI,Modern,Intel Core i7,32,1000,MX 450,15.6,No,1399
"Apple MacBook Pro Intel Core i5 1.4GHz/8GB/128GB SSD/13.3"" Plata",Refurbished,Apple,MacBook Pro,Intel Core i5,8,128,,13.3,No,906.5
"Asus Zenbook 14 UX425EA-KI359T Intel Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,Asus,ZenBook,Intel Core i7,16,512,,14,No,849
"ASUS VivoBook F1500EA-BQ2649W Intel Core i3-1115G4/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,512,,15.6,No,499
AsusX555BP-XX180T (A9-9420/4GB/1TB/Radeon1366x768,New,Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,,4GB,1TB HDD,AMD,15.6,No,431.21
"HP 15S-EQ2070NS AMD Ryzen 7 5700U/12GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 7,12,512,INTEL,15.6,No,641
"Dell Latitude 5330 Intel Core i5-1235U/16GB/512GB SSD/13.3""",New,Dell,Latitude,Intel Core i5,16,512,,13.3,No,1071.49
"HP Pavilion 14-dv1009ns Intel Core i5-1155G7/16GB/512GB SSD/14""",New,HP,Pavilion,Intel Core i5,16,512,INTEL,14,No,920.82
"Microsoft Surface Laptop Studio Intel Core i7-11370H/32GB/2TB SSD/RTX 3050Ti/14.4"" Táctil Platino",New,Microsoft,Surface Laptop,Intel Core i7,32,2000,RTX 3050,14.4,Yes,3199
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 5 5600H/16 GB/512 GB SSD/RTX3050/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,RTX 3050,15.6,No,879
"Lenovo IdeaPad Flex 5 14ALC05 AMD Ryzen 5 5500U/16GB/512GB SSD/14"" Táctil",New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,,14,Yes,799
"ASUS ROG Zephyrus G14 2023 GA402XV-N2028W AMD Ryzen 9 7940HS/32GB/1TB SSD/RTX 4060/14""",New,Asus,ROG,AMD Ryzen 9,32,1000,RTX 4060,14,No,2499
"Razer Blade 17 FHD 360Hz Intel Core i7-11800H/32GB/1TB SSD/RTX 3080/17.3""",Refurbished,Razer,Blade,Intel Core i7,32,1000,RTX 3080,17.3,No,3399.99
"Lenovo ThinkPad X1 Yoga Intel Core i7-8650U/16GB/512GB SSD/14"" Táctil",Refurbished,Lenovo,ThinkPad,Intel Core i7,16,512,INTEL,14,Yes,999
"ASUS TUF Dash F15 FX517ZE-HN050 Intel Core i7-12650H/16GB/512GB SSD/RTX 3050Ti/15.6""",New,Asus,TUF,Intel Core i7,16,512,RTX 3050,15.6,No,1299
"Lenovo V15 G3 IAP Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,Lenovo,V15,Intel Core i7,16,512,INTEL,15.6,No,930.24
"Lenovo ThinkPad T490s Intel Core i5-8265U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,,14,No,799
"Acer Aspire 3 A315-58-72WT Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Acer,Aspire,Intel Core i7,8,512,,15.6,No,706.2
"ASUS TUF Gaming F17 FX706HM-HX059 Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/17.3""",Refurbished,Asus,TUF,Intel Core i7,32,1000,RTX 3060,17.3,No,1799
"ASUS TUF Gaming A15 FA507RM-HN003 AMD Ryzen 7 6800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Asus,TUF,AMD Ryzen 7,16,1000,RTX 3060,15.6,No,1799
"Acer Predator Triton 500 SE PT516-51s-75K6 Intel Core i7-11800H/32GB/1TB SSD/RTX 3080/16""",New,Acer,Predator,Intel Core i7,32,1000,RTX 3080,16,No,2739
"MSI GT76 Titan DT 10SFS-209ES Intel Core i7-10700K/32GB/1TB+1TB SSD/RTX 2070 SUPER/17.3""",Refurbished,MSI,Titan,Intel Core i7,32,1000,RTX 2070,17.3,No,1721.09
"HP Pavilion Plus 14-eh0008ns Intel Core i7-1255U/16GB/512GB SSD/RTX 2050/14""",New,HP,Pavilion,Intel Core i7,16,512,RTX 2050,14,No,1729.01
LenovoIdeaPad 100S-14IBR1366x768,New,Lenovo,IdeaPad 100S-14IBR,Intel Celeron,2GB,64GB Flash Storage,INTEL,14,No,245.03
"Vant Edge 3 Intel Core i7-1255U/16GB/1TB SSD/14""",New,Vant,Edge,Intel Core i7,16,1000,,14,No,1162
"HP OMEN 16-C0042NS AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3050 Ti/16.1""",New,HP,Omen,AMD Ryzen 7,16,512,RTX 3050,16.1,No,1149
LenovoIdeaPad 320-15IKBNFull HD 1920x1080,New,Lenovo,IdeaPad 320-15IKBN,Intel Core i5,4GB,1TB HDD,INTEL,15.6,No,499.69000000000005
HPProBook 470Full HD 1920x1080,New,HP,ProBook 470,Intel Core i7,8GB,256GB SSD,OTHER,17.3,No,1284
HP15-cd005nv (A9-9420/6GB/256GB/RadeonIPS Panel Full HD 1920x1080,New,HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,,6GB,256GB SSD,AMD,15.6,No,694.4300000000001
Dell Laptop,New,Dell,Notebook,Intel Core i5,8,256,INTEL,14,No,1626
"Asus ROG Strix SCAR 17 G733QR-K4008T AMD Ryzen 9 5900HX/32GB/1TB SSD/RTX 3070/17.3""",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,RTX 3070,17.3,No,1931.64
"Apple MacBook Air Intel Core i5/16GB/512GB SSD/13.3"" Dorado Rosa",Refurbished,Apple,MacBook Air,Intel Core i5,16,512,,13.3,No,884.99
MSI Stealth 15M B12UE-023XES Intel Core i7-1280P/32GB/1TB SSD/RTX 3060/15.6'',Refurbished,MSI,Stealth,Intel Core i7,32,1000,RTX 3060,15.6,No,1749
"Apple MacBook Pro 2021 Apple M1 Pro/16GB/1TB SSD/14.2"" Gris Espacial",Refurbished,Apple,MacBook Pro,Apple M1 Pro,16,1000,,14.2,No,2500.01
"HP 15S-EQ1126NS AMD Athlon Silver 3050U/8GB/256GB SSD/15.6""",New,HP,15S,AMD Athlon,8,256,,15.6,No,384.27
"ASUS Chromebook Flip CX5 CB5400FMA Intel Core i7-1160G7/8GB/256GB SSD/14""",New,Asus,Chromebook,Intel Core i7,8,256,INTEL,14,No,918
"Alurin Go Intel Pentium N4200/8GB/128GB SSD/14.1""",New,Alurin,Go,Intel Pentium,8,128,,14.1,No,385
LenovoThinkPad T470Full HD 1920x1080,New,Lenovo,ThinkPad T470,Intel Core i5,8GB,256GB SSD,INTEL,14,No,1439.15
"Lenovo Yoga Slim 7 ProX 14IAH7 Intel Evo Core i5-12500H/16GB/512GB SSD/14.5""",New,Lenovo,Yoga,Intel Evo Core i5,16,512,,14.5,No,1529
"HP OMEN 17-ck2001ns Intel Core i7-13700HX/32GB/1TB SSD/RTX 4080/17.3""",New,HP,Omen,Intel Core i7,32,1000,RTX 4080,17.3,No,2999.01
"HP 15S-FQ5079NS Intel Core i5-1235U/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i5,8,512,,15.6,No,614.99
DellInspiron 7570Full HD 1920x1080,New,Dell,Inspiron 7570,Intel Core i5,8GB,256GB SSD,OTHER,15.6,No,1222.7425
DellInspiron 5770IPS Panel Full HD 1920x1080,New,Dell,Inspiron 5770,Intel Core i5,8GB,128GB SSD +  1TB HDD,AMD,17.3,No,951.23
"HP Pavilion Gaming 16-A0010NS Intel Core i7-10750H/16GB/512GB SSD/GTX 1650Ti/16.1""",Refurbished,HP,Pavilion,Intel Core i7,16,512,GTX 1650,16.1,No,641.14
"ASUS TUF Gaming A17 FA707XI-HX019 AMD Ryzen 9 7940HS/32GB/1TB SSD/RTX 4070/17.3""",New,Asus,TUF,AMD Ryzen 9,32,1000,RTX 4070,17.3,No,1899.01
HP250 G61366x768,New,HP,250 G6,Intel Core i5,4GB,1TB HDD,INTEL,15.6,No,522.8983000000001
"Lenovo IdeaPad 5 15IIL05 Intel Core i7-1065G7/16 GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i7,16,512,,15.6,No,866.86
"MSI Modern 15 B12M-043XES Intel Core i7-1255U/16GB/1TB SSD/15.6""",Refurbished,MSI,Modern,Intel Core i7,16,1000,,15.6,No,1049
